query_drug,generic_name,rxcui,spl_set_id,source_section,source_text,source_url,has_number,constraint_var,constraint_op,constraint_value,unit,curator,curator_note
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,boxed_warning,"( 5.1 ) Risk factors include renal impairment, concomitant use of certain drugs, age ≥65 years old, radiological studies with contrast, surgery and other procedures, hypoxic states, excessive alcohol intake, and hepatic impairment.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,True,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,boxed_warning,Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high-risk groups are provided in the Full Prescribing Information.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,False,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,boxed_warning,"( 5.1 ) If lactic acidosis is suspected, discontinue ZITUVIMET and institute general supportive measures in a hospital setting.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,True,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,boxed_warning,Prompt hemodialysis is recommended.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,False,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,boxed_warning,"( 5.1 ) Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,True,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,boxed_warning,"The onset of metformin-associated lactic acidosis is often subtle, accompanied only by nonspecific symptoms such as malaise, myalgias, respiratory distress, somnolence, and abdominal pain.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,False,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,boxed_warning,"Metformin-associated lactic acidosis was characterized by elevated blood lactate levels (>5 mmol/Liter), anion gap acidosis (without evidence of ketonuria or ketonemia), an increased lactate/pyruvate ratio, and metformin plasma levels generally >5 mcg/mL [see Warnings and Precautions ( 5.1 )] .",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,True,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,boxed_warning,"Risk factors for metformin-associated lactic acidosis include renal impairment, concomitant use of certain drugs (e.g., carbonic anhydrase inhibitors such as topiramate), age 65 years old or greater, having a radiological study with contrast, surgery and other procedures, hypoxic states (e.g., acute congestive heart failure), excessive alcohol intake, and hepatic impairment.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,True,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,drug_interactions,"7 DRUG INTERACTIONS Table 4 presents clinically significant drug interactions with ZITUVIMET: Table 4: Clinically Significant Drug Interactions with ZITUVIMET Carbonic Anhydrase Inhibitors Clinical Impact: Carbonic anhydrase inhibitors frequently cause a decrease in serum bicarbonate and induce non-anion gap, hyperchloremic metabolic acidosis.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,True,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,drug_interactions,Concomitant use of these drugs with ZITUVIMET may increase the risk for lactic acidosis.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,False,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,drug_interactions,Intervention: Consider more frequent monitoring of these patients.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,False,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,drug_interactions,"Examples: Topiramate, zonisamide, acetazolamide or dichlorphenamide.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,False,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,drug_interactions,"Drugs that Reduce Metformin Clearance Clinical Impact: Concomitant use of drugs that interfere with common renal tubular transport systems involved in the renal elimination of metformin (e.g., organic cationic transporter-2 [OCT 2 ] / multidrug and toxin extrusion [MATE] inhibitors) could increase systemic exposure to metformin and may increase the risk for lactic acidosis [see Clinical Pharmacology ( 12.3 )].",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,True,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,drug_interactions,Intervention: Consider the benefits and risks of concomitant use with ZITUVIMET.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,False,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,drug_interactions,"Examples: Ranolazine, vandetanib, dolutegravir, and cimetidine.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,False,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,drug_interactions,Alcohol Clinical Impact: Alcohol is known to potentiate the effect of metformin on lactate metabolism.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,False,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,drug_interactions,Intervention: Warn patients against alcohol intake while receiving ZITUVIMET.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,False,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,drug_interactions,"Insulin Secretagogues or Insulin Clinical Impact: Coadministration of ZITUVIMET with an insulin secretagogue (e.g., sulfonylurea) or insulin may increase the risk of hypoglycemia.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,False,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,drug_interactions,Intervention: Patients receiving an insulin secretagogue or insulin may require lower doses of the insulin secretagogue or insulin.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,False,,,,,,
metformin,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"861769,861819,2677162,2677164",0098dec4-f0e5-45d5-8aa4-5d0faf9ab142,drug_interactions,Drugs Affecting Glycemic Control Clinical Impact: Certain drugs tend to produce hyperglycemia and may lead to loss of glycemic control.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220098dec4-f0e5-45d5-8aa4-5d0faf9ab142%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,contraindications,CONTRAINDICATIONS Lisinopril and hydrochlorothiazide tablets are contraindicated in patients who are hypersensitive to any component of this product and in patients with a history of angioedema related to previous treatment with an angiotensin converting enzyme inhibitor and in patients with hereditary or idiopathic angioedema.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,contraindications,"Because of the hydrochlorothiazide component, this product is contraindicated in patients with anuria or hypersensitivity to other sulfonamide-derived drugs.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,contraindications,"Lisinopril and hydrochlorothiazide tablets are contraindicated in combination with a neprilysin inhibitor (e.g., sacubitril).",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,contraindications,"Do not administer lisinopril and hydrochlorothiazide tablets within 36 hours of switching to or from sacubitril/valsartan, a neprilysin inhibitor (see WARNINGS ).",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,True,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,contraindications,Do not coadminister aliskiren with lisinopril and hydrochlorothiazide tablets in patients with diabetes.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,boxed_warning,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue lisinopril and hydrochlorothiazide tablets as soon as possible.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,pregnant,==,,,auto:curate_thresholds.py,acei_pregnancy: attested_qualitative in [boxed_warning]. NOT human-verified.
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,boxed_warning,Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,boxed_warning,"See Warnings, Fetal Toxicity .",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,drug_interactions,"Drug Interactions Lisinopril Hypotension - Patients on Diuretic Therapy: Patients on diuretics, and especially those in whom diuretic therapy was recently instituted, may occasionally experience an excessive reduction of blood pressure after initiation of therapy with lisinopril.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,drug_interactions,The possibility of hypotensive effects with lisinopril can be minimized by either discontinuing the diuretic or increasing the salt intake prior to initiation of treatment with lisinopril.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,drug_interactions,"If it is necessary to continue the diuretic, initiate therapy with lisinopril at a dose of 5 mg daily, and provide close medical supervision after the initial dose for at least two hours and until blood pressure has stabilized for at least an additional hour.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,True,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,drug_interactions,"(See WARNINGS and DOSAGE AND ADMINISTRATION .) When a diuretic is added to the therapy of a patient receiving lisinopril, an additional antihypertensive effect is usually observed.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,drug_interactions,"(See DOSAGE AND ADMINISTRATION .) Non-steroidal Anti-inflammatory Agents Including Selective Cyclooxygenase-2 (COX-2) Inhibitors: In patients who are elderly, volume-depleted (including those on diuretic therapy), or with compromised renal function, co-administration of NSAIDs, including selective COX-2 inhibitors, with ACE inhibitors, including lisinopril, may result in deterioration of renal function, including possible acute renal failure.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,True,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,drug_interactions,These effects are usually reversible.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,drug_interactions,Monitor renal function periodically in patients receiving lisinopril and NSAID therapy.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,drug_interactions,"The antihypertensive effect of ACE inhibitors, including lisinopril, may be attenuated by NSAIDs.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,drug_interactions,"Dual Blockade of the Renin-Angiotensin System (RAS): Dual blockade of the RAS with angiotensin receptor blockers, ACE inhibitors, or direct renin inhibitors (such as aliskiren) is associated with increased risk of hypotension, syncope, hyperkalemia, and changes in renal function (including acute renal failure) compared to monotherapy.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,drug_interactions,"The VA NEPHRON trial enrolled 1448 patients with type 2 diabetes, elevated urinary-albumin-to-creatinine ratio, and decreased estimated glomerular filtration rate (GFR 30 to 89.9 ml/min), randomized them to lisinopril or placebo on a background of losartan therapy and followed them for a median of 2.2 years.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,True,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,drug_interactions,"Patients receiving the combination of losartan and lisinopril did not obtain any additional benefit compared to monotherapy for the combined endpoint of decline in GFR, end state renal disease, or death, but experienced an increased incidence of hyperkalemia and acute kidney injury compared with the monotherapy group.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
lisinopril,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,197885,00b266d9-ac4a-e931-e063-6294a90a6a0b,drug_interactions,"In general, avoid combined use of RAS inhibitors.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200b266d9-ac4a-e931-e063-6294a90a6a0b%22,False,,,,,,
propranolol,PROPRANOLOL HYDROCHLORIDE,"856448,856519",013a485a-4227-46ae-b19f-c550302fcb96,contraindications,CONTRAINDICATIONS Propranolol is contraindicated in 1) cardiogenic shock; 2) sinus bradycardia and greater than first degree block; 3) bronchial asthma; and 4) in patients with known hypersensitivity to propranolol hydrochloride.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%22013a485a-4227-46ae-b19f-c550302fcb96%22,True,severe_asthma,==,,,auto:curate_thresholds.py,betablocker_asthma: attested_qualitative in [contraindications]. NOT human-verified.
propranolol,PROPRANOLOL HYDROCHLORIDE,"856448,856519",013a485a-4227-46ae-b19f-c550302fcb96,drug_interactions,"Drug Interactions Caution should be exercised when propranolol is administered with drugs that have an effect on CYP2D6, 1A2, or 2C19 metabolic pathways.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%22013a485a-4227-46ae-b19f-c550302fcb96%22,True,,,,,,
propranolol,PROPRANOLOL HYDROCHLORIDE,"856448,856519",013a485a-4227-46ae-b19f-c550302fcb96,drug_interactions,Co-administration of such drugs with propranolol may lead to clinically relevant drug interactions and changes on its efficacy and/or toxicity (see Drug Interactions in PHARMACOKINETICS AND DRUG METABOLISM ).,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%22013a485a-4227-46ae-b19f-c550302fcb96%22,False,,,,,,
propranolol,PROPRANOLOL HYDROCHLORIDE,"856448,856519",013a485a-4227-46ae-b19f-c550302fcb96,drug_interactions,Cardiovascular Drugs Antiarrhythmics Propafenone has negative inotropic and beta-blocking properties that can be additive to those of propranolol.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%22013a485a-4227-46ae-b19f-c550302fcb96%22,False,,,,,,
propranolol,PROPRANOLOL HYDROCHLORIDE,"856448,856519",013a485a-4227-46ae-b19f-c550302fcb96,drug_interactions,Quinidine increases the concentration of propranolol and produces greater degrees of clinical beta-blockade and may cause postural hypotension.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%22013a485a-4227-46ae-b19f-c550302fcb96%22,False,,,,,,
propranolol,PROPRANOLOL HYDROCHLORIDE,"856448,856519",013a485a-4227-46ae-b19f-c550302fcb96,drug_interactions,Amiodarone is an antiarrhythmic agent with negative chronotropic properties that may be additive to those seen with β-blockers such as propranolol.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%22013a485a-4227-46ae-b19f-c550302fcb96%22,False,,,,,,
propranolol,PROPRANOLOL HYDROCHLORIDE,"856448,856519",013a485a-4227-46ae-b19f-c550302fcb96,drug_interactions,The clearance of lidocaine is reduced with administration of propranolol.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%22013a485a-4227-46ae-b19f-c550302fcb96%22,False,,,,,,
propranolol,PROPRANOLOL HYDROCHLORIDE,"856448,856519",013a485a-4227-46ae-b19f-c550302fcb96,drug_interactions,Lidocaine toxicity has been reported following co-administration with propranolol.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%22013a485a-4227-46ae-b19f-c550302fcb96%22,False,,,,,,
propranolol,PROPRANOLOL HYDROCHLORIDE,"856448,856519",013a485a-4227-46ae-b19f-c550302fcb96,drug_interactions,"Caution should be exercised when administering propranolol with drugs that slow A-V nodal conduction, e.g. digitalis, lidocaine and calcium channel blockers.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%22013a485a-4227-46ae-b19f-c550302fcb96%22,False,,,,,,
propranolol,PROPRANOLOL HYDROCHLORIDE,"856448,856519",013a485a-4227-46ae-b19f-c550302fcb96,drug_interactions,Digitalis Glycosides Both digitalis glycosides and beta-blockers slow atrioventricular conduction and decrease heart rate.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%22013a485a-4227-46ae-b19f-c550302fcb96%22,False,,,,,,
propranolol,PROPRANOLOL HYDROCHLORIDE,"856448,856519",013a485a-4227-46ae-b19f-c550302fcb96,drug_interactions,Concomitant use can increase the risk of bradycardia.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%22013a485a-4227-46ae-b19f-c550302fcb96%22,False,,,,,,
propranolol,PROPRANOLOL HYDROCHLORIDE,"856448,856519",013a485a-4227-46ae-b19f-c550302fcb96,drug_interactions,Calcium Channel Blockers Caution should be exercised when patients receiving a beta blocker are administered a calcium-channel-blocking drug with negative inotropic and/or chronotropic effects.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%22013a485a-4227-46ae-b19f-c550302fcb96%22,False,,,,,,
propranolol,PROPRANOLOL HYDROCHLORIDE,"856448,856519",013a485a-4227-46ae-b19f-c550302fcb96,drug_interactions,Both agents may depress myocardial contractility or atrioventricular conduction.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%22013a485a-4227-46ae-b19f-c550302fcb96%22,False,,,,,,
spironolactone,SPIRONOLACTONE,198222,08738ad4-1607-4d55-af71-6790477353bd,contraindications,4 CONTRAINDICATIONS Spironolactone is contraindicated in the patients with: Hyperkalemia Addison’s disease Concomitant use of eplerenone Spironolactone is contraindicated in patients with ( 4 ): Hyperkalemia Addison’s disease Concomitant use of eplerenone,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2208738ad4-1607-4d55-af71-6790477353bd%22,True,,,,,,
spironolactone,SPIRONOLACTONE,198222,08738ad4-1607-4d55-af71-6790477353bd,drug_interactions,"7 DRUG INTERACTIONS Agents increasing serum potassium: Concomitant administration can lead to hyperkalemia ( 5.1 , 7.1 ).",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2208738ad4-1607-4d55-af71-6790477353bd%22,True,,,,,,
